search_value,formatted_address,country,province,city,citycode,district,adcode,location,level,line_name_zh,name_zh,name,line_name
上海市港城路(地铁站),上海市浦东新区港城路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.575017,31.353223",公交地铁站点,6号线,港城路,Gangcheng Road,Line 6
上海市外高桥保税区北(地铁站),上海市浦东新区外高桥保税区北(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.586926,31.347802",公交地铁站点,6号线,外高桥保税区北,North Waigaoqiao Free Trade Zone,Line 6
上海市航津路(地铁站),上海市浦东新区航津路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.593974,31.335371",公交地铁站点,6号线,航津路,Hangjin Road,Line 6
上海市外高桥保税区南(地铁站),上海市浦东新区外高桥保税区南(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.601963,31.321578",公交地铁站点,6号线,外高桥保税区南,South Waigaoqiao Free Trade Zone,Line 6
上海市洲海路(地铁站),上海市浦东新区洲海路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.589396,31.312229",公交地铁站点,6号线,洲海路,Zhouhai Road,Line 6
上海市五洲大道(地铁站),上海市浦东新区五洲大道(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.589212,31.302569",公交地铁站点,6号线,五洲大道,Wuzhou Avenue,Line 6
上海市东靖路(地铁站),上海市浦东新区东靖路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.588736,31.290684",公交地铁站点,6号线,东靖路,Dongjing Road,Line 6
上海市巨峰路(地铁站),上海市浦东新区巨峰路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.588365,31.280684",公交地铁站点,6号线,巨峰路,Jufeng Road,Line 6
上海市五莲路(地铁站),上海市浦东新区五莲路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.587866,31.272025",公交地铁站点,6号线,五莲路,Wulian Road,Line 6
上海市博兴路(地铁站),上海市浦东新区博兴路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.586689,31.263520",公交地铁站点,6号线,博兴路,Boxing Road,Line 6
上海市金桥路(地铁站),上海市浦东新区金桥路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.581817,31.257084",公交地铁站点,6号线,金桥路,Jinqiao Road,Line 6
上海市云山路(地铁站),上海市浦东新区云山路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.571153,31.250969",公交地铁站点,6号线,云山路,Yunshan Road,Line 6
上海市德平路(地铁站),上海市浦东新区德平路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.564237,31.245400",公交地铁站点,6号线,德平路,Deping Road,Line 6
上海市北洋泾路(地铁站),上海市浦东新区北洋泾路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.552314,31.239145",公交地铁站点,6号线,北洋泾路,Beiyangjing Road,Line 6
上海市民生路(地铁站),上海市浦东新区民生路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.543527,31.235851",公交地铁站点,6号线,民生路,Minsheng Road,Line 6
上海市源深体育中心(地铁站),上海市浦东新区源深体育中心(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.534642,31.233004",公交地铁站点,6号线,源深体育中心,Yuanshen Stadium,Line 6
上海市世纪大道(地铁站),上海市浦东新区世纪大道(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.527213,31.228682",公交地铁站点,6号线,世纪大道,Century Avenue,Line 6
上海市浦电路(地铁站),上海市徐汇区龙华(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.452958,31.172672",公交地铁站点,6号线,浦电路,Pudian Road,Line 6
上海市蓝村路(地铁站),上海市浦东新区蓝村路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.527627,31.211672",公交地铁站点,6号线,蓝村路,Lancun Road,Line 6
上海市上海儿童医学中心(地铁站),上海市浦东新区上海儿童医学中心(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.523482,31.203277",公交地铁站点,6号线,上海儿童医学中心,Shanghai Children's Medical Center,Line 6
上海市临沂新村(地铁站),上海市浦东新区临沂新村(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.516695,31.193202",公交地铁站点,6号线,临沂新村,Linyi Xincun,Line 6
上海市高科西路(地铁站),上海市浦东新区高科西路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.509845,31.185761",公交地铁站点,6号线,高科西路,West Gaoke Road,Line 6
上海市东明路(地铁站),上海市浦东新区东明路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.510868,31.172646",公交地铁站点,6号线,东明路,Dongming Road,Line 6
上海市高青路(地铁站),上海市浦东新区高青路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.515787,31.159907",公交地铁站点,6号线,高青路,Gaoqing Road,Line 6
上海市华夏西路(地铁站),上海市浦东新区华夏西路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.514539,31.149878",公交地铁站点,6号线,华夏西路,West Huaxia Road,Line 6
上海市上南路(地铁站),上海市浦东新区上南路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.506447,31.148820",公交地铁站点,6号线,上南路,Shangnan Road,Line 6
上海市灵岩南路(地铁站),上海市浦东新区灵岩南路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.495295,31.148665",公交地铁站点,6号线,灵岩南路,South Lingyan Road,Line 6
上海市东方体育中心(地铁站),上海市浦东新区东方体育中心(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.480304,31.153366",公交地铁站点,6号线,东方体育中心,Oriental Sports Center,Line 6
上海市美兰湖(地铁站),上海市宝山区美兰湖(地铁站),中国,上海市,上海市,021,宝山区,310113,"121.349894,31.401889",公交地铁站点,7号线,美兰湖,Meilan Lake,Line 7
上海市罗南新村(地铁站),上海市宝山区罗南新村(地铁站),中国,上海市,上海市,021,宝山区,310113,"121.357470,31.388831",公交地铁站点,7号线,罗南新村,Luonan Xincun,Line 7
上海市潘广路(地铁站),上海市宝山区潘广路(地铁站),中国,上海市,上海市,021,宝山区,310113,"121.355845,31.364182",公交地铁站点,7号线,潘广路,Panguang Road,Line 7
上海市刘行(地铁站),上海市宝山区刘行(地铁站),中国,上海市,上海市,021,宝山区,310113,"121.362376,31.357586",公交地铁站点,7号线,刘行,Liuhang,Line 7
上海市顾村公园(地铁站),上海市宝山区顾村公园(地铁站),中国,上海市,上海市,021,宝山区,310113,"121.373009,31.344594",公交地铁站点,7号线,顾村公园,Gucun Park,Line 7
上海市祁华路(地铁站),上海市宝山区祁华路(地铁站),中国,上海市,上海市,021,宝山区,310113,"121.373529,31.322388",公交地铁站点,7号线,祁华路,Qihua Road,Line 7
上海市上海大学(地铁站),上海市宝山区上海大学(地铁站),中国,上海市,上海市,021,宝山区,310113,"121.388884,31.320586",公交地铁站点,7号线,上海大学,Shanghai University,Line 7
上海市南陈路(地铁站),上海市宝山区南陈路(地铁站),中国,上海市,上海市,021,宝山区,310113,"121.398419,31.321740",公交地铁站点,7号线,南陈路,Nanchen Road,Line 7
上海市上大路(地铁站),上海市宝山区上大路(地铁站),中国,上海市,上海市,021,宝山区,310113,"121.408686,31.314969",公交地铁站点,7号线,上大路,Shangda Road,Line 7
上海市场中路(地铁站),上海市宝山区场中路(地铁站),中国,上海市,上海市,021,宝山区,310113,"121.413458,31.303682",公交地铁站点,7号线,场中路,Changzhong Road,Line 7
上海市大场镇(地铁站),上海市宝山区大场镇(地铁站),中国,上海市,上海市,021,宝山区,310113,"121.416157,31.293259",公交地铁站点,7号线,大场镇,Dachang Town,Line 7
上海市行知路(地铁站),上海市宝山区行知路(地铁站),中国,上海市,上海市,021,宝山区,310113,"121.421770,31.284496",公交地铁站点,7号线,行知路,Xingzhi Road,Line 7
上海市大华三路(地铁站),上海市宝山区大华三路(地铁站),中国,上海市,上海市,021,宝山区,310113,"121.422949,31.274047",公交地铁站点,7号线,大华三路,Dahuasan Road,Line 7
上海市新村路(地铁站),上海市普陀区新村路(地铁站),中国,上海市,上海市,021,普陀区,310107,"121.422668,31.263855",公交地铁站点,7号线,新村路,Xincun Road,Line 7
上海市岚皋路(地铁站),上海市普陀区岚皋路(地铁站),中国,上海市,上海市,021,普陀区,310107,"121.421939,31.256198",公交地铁站点,7号线,岚皋路,Langao Road,Line 7
上海市镇坪路(地铁站),上海市普陀区镇坪路(地铁站),中国,上海市,上海市,021,普陀区,310107,"121.429779,31.246369",公交地铁站点,7号线,镇坪路,Zhenping Road,Line 7
上海市长寿路(地铁站),上海市普陀区长寿路(地铁站),中国,上海市,上海市,021,普陀区,310107,"121.438272,31.240860",公交地铁站点,7号线,长寿路,Changshou Road,Line 7
上海市昌平路(地铁站),上海市静安区昌平路(地铁站),中国,上海市,上海市,021,静安区,310106,"121.442617,31.233749",公交地铁站点,7号线,昌平路,Changping Road,Line 7
上海市静安寺(地铁站),上海市静安区静安寺(地铁站),中国,上海市,上海市,021,静安区,310106,"121.446533,31.223231",公交地铁站点,7号线,静安寺,Jing'an Temple,Line 7
上海市常熟路(地铁站),上海市徐汇区常熟路(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.449141,31.213524",公交地铁站点,7号线,常熟路,Changshu Road,Line 7
上海市肇嘉浜路(地铁站),上海市徐汇区肇嘉浜路(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.450212,31.199436",公交地铁站点,7号线,肇嘉浜路,Zhaojiabang Road,Line 7
上海市东安路(地铁站),上海市徐汇区东安路龙华(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.452958,31.172672",公交地铁站点,7号线,东安路,Dong'an Road,Line 7
上海市龙华中路(地铁站),上海市徐汇区龙华中路龙华(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.452958,31.172672",公交地铁站点,7号线,龙华中路,Middle Longhua Road,Line 7
上海市后滩(地铁站),上海市浦东新区后滩(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.473756,31.171918",公交地铁站点,7号线,后滩,Houtan,Line 7
上海市长清路(地铁站),上海市浦东新区长清路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.488524,31.174008",公交地铁站点,7号线,长清路,Changqing Road,Line 7
上海市耀华路(地铁站),上海市浦东新区耀华路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.494605,31.178513",公交地铁站点,7号线,耀华路,Yaohua Road,Line 7
上海市云台路(地铁站),上海市浦东新区云台路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.500439,31.182212",公交地铁站点,7号线,云台路,Yuntai Road,Line 7
上海市高科西路(地铁站),上海市浦东新区高科西路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.509845,31.185761",公交地铁站点,7号线,高科西路,West Gaoke Road,Line 7
上海市杨高南路(地铁站),上海市浦东新区杨高南路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.524539,31.187613",公交地铁站点,7号线,杨高南路,South Yanggao Road,Line 7
上海市锦绣路(地铁站),上海市浦东新区锦绣路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.540041,31.187592",公交地铁站点,7号线,锦绣路,Jinxiu Road,Line 7
上海市芳华路(地铁站),上海市浦东新区芳华路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.550115,31.193110",公交地铁站点,7号线,芳华路,Fanghua Road,Line 7
上海市龙阳路(地铁站),上海市浦东新区龙阳路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.557634,31.203575",公交地铁站点,7号线,龙阳路,Longyang Road,Line 7
上海市花木路(地铁站),上海市浦东新区花木路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.562754,31.211212",公交地铁站点,7号线,花木路,Huamu Road,Line 7
上海市市光路(地铁站),上海市杨浦区市光路(地铁站),中国,上海市,上海市,021,杨浦区,310110,"121.531933,31.322724",公交地铁站点,8号线,市光路,Shiguang Road,Line 8
上海市嫩江路(地铁站),上海市杨浦区嫩江路(地铁站),中国,上海市,上海市,021,杨浦区,310110,"121.531954,31.314804",公交地铁站点,8号线,嫩江路,Nenjiang Road,Line 8
上海市翔殷路(地铁站),上海市杨浦区翔殷路(地铁站),中国,上海市,上海市,021,杨浦区,310110,"121.531974,31.305002",公交地铁站点,8号线,翔殷路,Xiangyin Road,Line 8
上海市黃興公園(地铁站),上海市杨浦区黄兴公园(地铁站),中国,上海市,上海市,021,杨浦区,310110,"121.533383,31.295389",公交地铁站点,8号线,黃興公園,Huangxing Park,Line 8
上海市延吉中路(地铁站),上海市杨浦区延吉中路(地铁站),中国,上海市,上海市,021,杨浦区,310110,"121.534941,31.288543",公交地铁站点,8号线,延吉中路,Middle Yanji Road,Line 8
上海市黃興路(地铁站),上海市杨浦区黄兴路(地铁站),中国,上海市,上海市,021,杨浦区,310110,"121.528401,31.278814",公交地铁站点,8号线,黃興路,Huangxing Road,Line 8
上海市江浦路(地铁站),上海市杨浦区江浦路(地铁站),中国,上海市,上海市,021,杨浦区,310110,"121.518379,31.274946",公交地铁站点,8号线,江浦路,Jiangpu Road,Line 8
上海市鞍山新村(地铁站),上海市杨浦区鞍山新村(地铁站),中国,上海市,上海市,021,杨浦区,310110,"121.509685,31.273242",公交地铁站点,8号线,鞍山新村,Anshan Xincun,Line 8
上海市四平路(地铁站),上海市虹口区四平路(地铁站),中国,上海市,上海市,021,虹口区,310109,"121.501488,31.274880",公交地铁站点,8号线,四平路,Siping Road,Line 8
上海市曲陽路(地铁站),上海市虹口区曲阳路(地铁站),中国,上海市,上海市,021,虹口区,310109,"121.491138,31.276524",公交地铁站点,8号线,曲陽路,Quyang Road,Line 8
上海市虹口足球場(地铁站),上海市虹口区虹口足球场(地铁站),中国,上海市,上海市,021,虹口区,310109,"121.479154,31.271392",公交地铁站点,8号线,虹口足球場,Hongkou Football Stadium,Line 8
上海市西藏北路(地铁站),上海市静安区西藏北路(地铁站),中国,上海市,上海市,021,静安区,310106,"121.468818,31.263453",公交地铁站点,8号线,西藏北路,North Xizang Road,Line 8
上海市中興路(地铁站),上海市静安区中兴路(地铁站),中国,上海市,上海市,021,静安区,310106,"121.469026,31.253228",公交地铁站点,8号线,中興路,Zhongxing Road,Line 8
上海市曲阜路(地铁站),上海市静安区曲阜路(地铁站),中国,上海市,上海市,021,静安区,310106,"121.471543,31.242307",公交地铁站点,8号线,曲阜路,Qufu Road,Line 8
上海市人民廣場(地铁站),上海市黄浦区人民广场(地铁站),中国,上海市,上海市,021,黄浦区,310101,"121.475108,31.232687",公交地铁站点,8号线,人民廣場,People's Square,Line 8
上海市大世界(地铁站),上海市黄浦区大世界(地铁站),中国,上海市,上海市,021,黄浦区,310101,"121.479182,31.227392",公交地铁站点,8号线,大世界,Dashijie,Line 8
上海市老西門(地铁站),上海市黄浦区老西门(地铁站),中国,上海市,上海市,021,黄浦区,310101,"121.483793,31.219014",公交地铁站点,8号线,老西門,Laoximen,Line 8
上海市陆家浜路(地铁站),上海市黄浦区陆家浜路(地铁站),中国,上海市,上海市,021,黄浦区,310101,"121.486115,31.211789",公交地铁站点,8号线,陆家浜路,Lujiabang Road,Line 8
上海市西藏南路(地铁站),上海市黄浦区西藏南路(地铁站),中国,上海市,上海市,021,黄浦区,310101,"121.489555,31.201967",公交地铁站点,8号线,西藏南路,South Xizang Road,Line 8
上海市中华艺术宫(地铁站),上海市浦东新区中华艺术宫(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.493626,31.185242",公交地铁站点,8号线,中华艺术宫,China Art Museum,Line 8
上海市耀華路(地铁站),上海市浦东新区耀华路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.494605,31.178513",公交地铁站点,8号线,耀華路,Yaohua Road,Line 8
上海市成山路(地铁站),上海市浦东新区成山路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.496326,31.170511",公交地铁站点,8号线,成山路,Chengshan Road,Line 8
上海市杨思(地铁站),上海市浦东新区杨思(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.493443,31.161054",公交地铁站点,8号线,杨思,Yangsi,Line 8
上海市东方体育中心(地铁站),上海市浦东新区东方体育中心(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.480304,31.153366",公交地铁站点,8号线,东方体育中心,Oriental Sports Center,Line 8
上海市凌兆新村(地铁站),上海市浦东新区凌兆新村(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.489663,31.141301",公交地铁站点,8号线,凌兆新村,Lingzhao Xincun,Line 8
上海市芦恒路(地铁站),上海市闵行区芦恒路(地铁站),中国,上海市,上海市,021,闵行区,310112,"121.498226,31.119059",公交地铁站点,8号线,芦恒路,Luheng Road,Line 8
上海市浦江镇(地铁站),上海市闵行区浦江镇(地铁站),中国,上海市,上海市,021,闵行区,310112,"121.506272,31.096590",公交地铁站点,8号线,浦江镇,Pujiang Town,Line 8
上海市江月路(地铁站),上海市闵行区江月路(地铁站),中国,上海市,上海市,021,闵行区,310112,"121.508603,31.084253",公交地铁站点,8号线,江月路,Jiangyue Road,Line 8
上海市联航路(地铁站),上海市闵行区联航路(地铁站),中国,上海市,上海市,021,闵行区,310112,"121.510594,31.073567",公交地铁站点,8号线,联航路,Lianhang Road,Line 8
上海市沈杜公路(地铁站),上海市闵行区沈杜公路(地铁站),中国,上海市,上海市,021,闵行区,310112,"121.512272,31.061427",公交地铁站点,8号线,沈杜公路,Shendu Highway,Line 8
上海市松江南站(地铁站),上海市松江区松江南站(地铁站),中国,上海市,上海市,021,松江区,310117,"121.230884,30.984818",公交地铁站点,9号线,松江南站,Songjiang South Railway Station,Line 9
上海市醉白池(地铁站),上海市松江区醉白池(地铁站),中国,上海市,上海市,021,松江区,310117,"121.229361,31.001125",公交地铁站点,9号线,醉白池,Zuibaichi Park,Line 9
上海市松江体育中心(地铁站),上海市松江区松江体育中心(地铁站),中国,上海市,上海市,021,松江区,310117,"121.230546,31.016006",公交地铁站点,9号线,松江体育中心,Songjiang Sports Center,Line 9
上海市松江新城(地铁站),上海市松江区松江新城(地铁站),中国,上海市,上海市,021,松江区,310117,"121.230739,31.030295",公交地铁站点,9号线,松江新城,Songjiang Xincheng,Line 9
上海市松江大学城(地铁站),上海市松江区松江大学城(地铁站),中国,上海市,上海市,021,松江区,310117,"121.232577,31.053984",公交地铁站点,9号线,松江大学城,Songjiang University Town,Line 9
上海市洞涇(地铁站),上海市松江区洞泾(地铁站),中国,上海市,上海市,021,松江区,310117,"121.230473,31.084492",公交地铁站点,9号线,洞涇,Dongjing,Line 9
上海市佘山(地铁站),上海市松江区佘山(地铁站),中国,上海市,上海市,021,松江区,310117,"121.229686,31.104097",公交地铁站点,9号线,佘山,Sheshan,Line 9
上海市泗涇(地铁站),上海市松江区泗泾(地铁站),中国,上海市,上海市,021,松江区,310117,"121.260247,31.118272",公交地铁站点,9号线,泗涇,Sijing,Line 9
上海市九亭(地铁站),上海市松江区九亭(地铁站),中国,上海市,上海市,021,松江区,310117,"121.319423,31.137252",公交地铁站点,9号线,九亭,Jiuting,Line 9
上海市中春路(地铁站),上海市闵行区中春路(地铁站),中国,上海市,上海市,021,闵行区,310112,"121.337700,31.149415",公交地铁站点,9号线,中春路,Zhongchun Road,Line 9
上海市七寳(地铁站),上海市闵行区七宝(地铁站),中国,上海市,上海市,021,闵行区,310112,"121.349221,31.155287",公交地铁站点,9号线,七寳,Qibao,Line 9
上海市星中路(地铁站),上海市闵行区星中路(地铁站),中国,上海市,上海市,021,闵行区,310112,"121.368903,31.158109",公交地铁站点,9号线,星中路,Xingzhong Road,Line 9
上海市合川路(地铁站),上海市闵行区合川路(地铁站),中国,上海市,上海市,021,闵行区,310112,"121.384772,31.166542",公交地铁站点,9号线,合川路,Hechuan Road,Line 9
上海市漕河涇开发区(地铁站),上海市徐汇区漕河泾开发区(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.397769,31.170644",公交地铁站点,9号线,漕河涇开发区,Caohejing Hi-Tech Park,Line 9
上海市桂林路(地铁站),上海市徐汇区桂林路(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.418064,31.174791",公交地铁站点,9号线,桂林路,Guilin Road,Line 9
上海市宜山路(地铁站),上海市徐汇区宜山路(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.427194,31.186717",公交地铁站点,9号线,宜山路,Yishan Road,Line 9
上海市徐家汇(地铁站),上海市徐汇区徐家汇龙华(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.452958,31.172672",公交地铁站点,9号线,徐家汇,Xujiahui,Line 9
上海市肇嘉浜路(地铁站),上海市徐汇区肇嘉浜路(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.450212,31.199436",公交地铁站点,9号线,肇嘉浜路,Zhaojiabang Road,Line 9
上海市嘉善路(地铁站),上海市徐汇区嘉善路(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.460704,31.202820",公交地铁站点,9号线,嘉善路,Jiashan Road,Line 9
上海市打浦桥(地铁站),上海市黄浦区打浦桥(地铁站),中国,上海市,上海市,021,黄浦区,310101,"121.468681,31.206309",公交地铁站点,9号线,打浦桥,Dapuqiao,Line 9
上海市马当路(地铁站),上海市黄浦区马当路(地铁站),中国,上海市,上海市,021,黄浦区,310101,"121.477256,31.209520",公交地铁站点,9号线,马当路,Madang Road,Line 9
上海市陆家浜路(地铁站),上海市黄浦区陆家浜路(地铁站),中国,上海市,上海市,021,黄浦区,310101,"121.486115,31.211789",公交地铁站点,9号线,陆家浜路,Lujiabang Road,Line 9
上海市小南门(地铁站),上海市黄浦区小南门(地铁站),中国,上海市,上海市,021,黄浦区,310101,"121.498398,31.216866",公交地铁站点,9号线,小南门,Xiaonanmen,Line 9
上海市商城路(地铁站),上海市浦东新区商城路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.516275,31.230258",公交地铁站点,9号线,商城路,Shangcheng Road,Line 9
上海市世纪大道(地铁站),上海市浦东新区世纪大道(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.527213,31.228682",公交地铁站点,9号线,世纪大道,Century Avenue,Line 9
上海市杨高中路(地铁站),上海市浦东新区杨高中路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.548664,31.227510",公交地铁站点,9号线,杨高中路,Middle Yanggao Road,Line 9
上海市芳甸路(地铁站),上海市浦东新区芳甸路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.558431,31.231845",公交地铁站点,9号线,芳甸路,Fangdian Road,Line 9
上海市蓝天路(地铁站),上海市浦东新区蓝天路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.577995,31.241028",公交地铁站点,9号线,蓝天路,Lantian Road,Line 9
上海市台儿庄路(地铁站),上海市浦东新区台儿庄路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.597458,31.252825",公交地铁站点,9号线,台儿庄路,Taierzhuang Road,Line 9
上海市金桥(地铁站),上海市浦东新区金桥(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.611336,31.260850",公交地铁站点,9号线,金桥,Jinqiao,Line 9
上海市金吉路(地铁站),上海市浦东新区金吉路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.628741,31.264304",公交地铁站点,9号线,金吉路,Jinji Road,Line 9
上海市金海路(地铁站),上海市浦东新区金海路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.638629,31.263141",公交地铁站点,9号线,金海路,Jinhai Road,Line 9
上海市顾唐路(地铁站),上海市浦东新区顾唐路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.656465,31.266074",公交地铁站点,9号线,顾唐路,Gutang Road,Line 9
上海市民雷路(地铁站),上海市浦东新区民雷路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.668125,31.268335",公交地铁站点,9号线,民雷路,Minlei Road,Line 9
上海市曹路(地铁站),上海市浦东新区曹路(地铁站),中国,上海市,上海市,021,浦东新区,310115,"121.683153,31.271297",公交地铁站点,9号线,曹路,Caolu,Line 9
上海市曹路火车站(地铁站),上海市静安区上海火车站(地铁站),中国,上海市,上海市,021,静安区,310106,"121.457939,31.249632",公交地铁站点,9号线,曹路火车站,,Line 9
上海市虹桥火车站(地铁站),上海市闵行区虹桥火车站(地铁站),中国,上海市,上海市,021,闵行区,310112,"121.318910,31.193987",公交地铁站点,10号线,虹桥火车站,Hongqiao Railway Station,Line 10
上海市虹桥2号航站楼(地铁站),上海市闵行区虹桥2号航站楼(地铁站),中国,上海市,上海市,021,闵行区,310112,"121.326300,31.194211",公交地铁站点,10号线,虹桥2号航站楼,Hongqiao Airport Terminal 2,Line 10
上海市虹桥1号航站楼(地铁站),上海市长宁区虹桥1号航站楼(地铁站),中国,上海市,上海市,021,长宁区,310105,"121.347371,31.191363",公交地铁站点,10号线,虹桥1号航站楼,Hongqiao Airport Terminal 1,Line 10
上海市上海动物园(地铁站),上海市长宁区上海动物园(地铁站),中国,上海市,上海市,021,长宁区,310105,"121.368137,31.190246",公交地铁站点,10号线,上海动物园,Shanghai Zoo,Line 10
上海市龙溪路(地铁站),上海市长宁区龙溪路(地铁站),中国,上海市,上海市,021,长宁区,310105,"121.380034,31.194400",公交地铁站点,10号线,龙溪路,Longxi Road,Line 10
上海市水城路(地铁站),上海市长宁区水城路(地铁站),中国,上海市,上海市,021,长宁区,310105,"121.392259,31.199482",公交地铁站点,10号线,水城路,Shuicheng Road,Line 10
上海市伊犁路(地铁站),上海市长宁区伊犁路(地铁站),中国,上海市,上海市,021,长宁区,310105,"121.403899,31.198880",公交地铁站点,10号线,伊犁路,Yili Road,Line 10
上海市宋园路(地铁站),上海市长宁区宋园路(地铁站),中国,上海市,上海市,021,长宁区,310105,"121.412080,31.196540",公交地铁站点,10号线,宋园路,Songyuan Road,Line 10
上海市虹桥路(地铁站),上海市长宁区虹桥路(地铁站),中国,上海市,上海市,021,长宁区,310105,"121.420814,31.197524",公交地铁站点,10号线,虹桥路,Hongqiao Road,Line 10
上海市交通大学(地铁站),上海市徐汇区交通大学(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.435253,31.202213",公交地铁站点,10号线,交通大学,Jiao Tong University,Line 10
上海市上海图书馆(地铁站),上海市徐汇区上海图书馆(地铁站),中国,上海市,上海市,021,徐汇区,310104,"121.444363,31.207960",公交地铁站点,10号线,上海图书馆,Shanghai Library,Line 10
